user_id,item_list
4785,22128 18804 18293 22750  6294  5380  7337 24075  8590 18061
4786,11623  1745 13552  3527 13810  5877  8593  7604 21289 16011
4787,23536  1051  2339  4055 12061 19781 10514  6547  2868 11792
4788,20684 23745  7860  3990  7740 10945 14196 14468 25146 25860
4789,16394 14684  4502 10491 25778 22567 15844 24355  1634   828
4790,25330  3016 25044  9090 22666  6834 13589  1282  9798 10119
4791,14661 25407 19107 19089 22121  8785  8097 15691  8990 20146
4792,19346 19089 13265  9775 20169 21518  7283 25873 11687  9664
4793,18906 14424  8639 25722 25114  8113  2711  7638  5295  2995
4794, 9851 25675 18190 23711 13541 23536  9438  2333 21854  9029
4795, 7963 24307 16366  9463 24579 15325 21617 23929 17975  7686
4796,14839 15777 17799 24582 15531 25183 25944  2523 22994  4283
4797,25407 15691  1583  6734 17156 18392 16928 22848  9701 12818
4798, 7961 17375 19649 10577  6701 10840 13880 15954 24836   214
4799, 8620 17909 21570 13935 25268 15831 25527 11620 20686  1226
4800,13797  7601 13352  1863 19910 19480 15830 11730 18045 20496
4801, 1863 22645  4100  4940    57 22845 24484  4979 15764 11234
4802,15196 23895  5150  7329  9017 17546 10753 17877  7144  3145
4803,20172  1661 12787  6757 19118 12388  7605 25662 18440 15830
4804,   51  8667  5142  6719 15998  5495 22410 20240 12874 12684
4805,24075  9438 25675  5942 19089 25399 12061 22554   774 15413
4806, 1446 21975 24908  2844 19704   867  3877 23681 13759  6547
4807,12158 14488 13231 14315 13502  8346  3456   557  8709  5905
4808, 6380  1920 12906 15562 25868 15195 17948  4502 14023 11361
4809, 9573  6313 16235   352 20996 18119 15196 19655 20754  8958
4810, 6734 18392 17156 10908  6878 22848 10981 21920   624  5044
4811,15169  6708  8860  2761 19875 20330 13663 20289  4541   654
4812,10162 13226 20688  7114 17013 19340 16793   970  7363 16991
4813,24076 12666 15914 22409  5611  1281 25093  1393   768 17310
4814, 7277  8538 19697 12273  1690 20133 20833 21738  8544 23707
4815,17216 19733 19933 15069   399  2403  3234 11181 19360  7241
4816,12061 10269  5717  9851 25675  9438  4620 11792 10786  9284
4817,19707  1898 24661 18859 25072 24586 23935 24164  6264 25063
4818,23536  5717 13541 11792  2868  3983 18872 12341  6088 15459
4819,10467 11295  5044  2426 19089 13928 19750  8990 10834  6734
4820, 3497  4147 16651 19769 15572   502  8143  1869  7550 20422
4821,  614 22468 14048 20321  7063 15710 17303 15408  6206 21840
4822,24075 10554 14373 13855   275  4789 12550  8718  9312 15708
4823,23154 10594 15691 10834  9555  1583 17156 13711 22848  9701
4824,  304 18852 14831  7993  4738 12124 22817 18460  6226 14289
4825,22662 17076  7437 13059 16674 16050 10173 11531 20359 17976
4826,11227 24518  9633   560 10189  1109  9380 16267 25530  4852
4827,19089 21242  2665  2712  8894  9402  7941 12409 13336 24936
4828,17820 24093 24484 16857  5412  9187  4472  7700 15764 11199
4829,24484 17820 24093  8304 18569    57  4803  3997 10807  6897
4830,22554 24075  3803 19564 18293  9851 15564 23485  4512 25071
4831,25675 22554 24075 12923 19564  9438 18293  9680 25260 15564
4832,19430 15613 14317 11563 11792  7920 16107 18833  8639 14424
4833,19275 14305 12510 11870  2996 15411 23453 19094 11886 25374
4834,24075 10269 25675 22554 24894  5942  7964 19401 23799 12061
4835, 7361  4147   681 10889  3497  3432 11191   588 25036 22715
4836,10592  4147  6164  7464  8986 10889  5763   588 15394  1064
4837,14684  4502 19874  6957 20308 12441  6993 18399   814 17637
4838,10594   484 11121 18392 16906  2426  1583  2001  7292 25407
4839,19874 18512  4048 24481 22653 10418  1258 19007 17668 18419
4840, 5923 10551  6943 24580 14691 13060  6345  3837  8851 18137
4841,11848 11375 12227 17616  7965 22592  2234  2378 18721 10162
4842,25539  2185  1303 15645 22929  8154  3013  7995 19574 17300
4843, 6674  4625  3348 20933 17206  4638  4779 18893 19922  2910
4844, 8255 13424 12663 18561  4956   919  2656  7613 20226  5259
4845, 1993 13225 18939  7098 22544  7113 22967  5078  1522 22284
4846,16630  8431 16770 14721 25873 18984 25679 23627  2665 11687
4847,17720 21139  5084 25712 15644  2746 16266  6532 21674 16489
4848,11855 16301  1092 15914  8354  9293 13954 19577  1433 23341
4849, 8894  7494 20095 15655  2665 20146 22121 23600  7506 12409
4850, 3281  7030 13954 23844 11855 25923  1092   720 16345 18687
4851,14462  8693   752 23540 18603  1737  4811 25683 10029  9205
4852,  508  9703 21968 18122  3659 10238 24877 23261 24557 24484
4853,25407  2426 10594  9555  6734   654 10834 25596  1085  1583
4854,24075 25675 10269 22121 22554  5942 24966 25693 10786  7228
4855,12244 18636  3971 25081 23343 22059 21697 16101  2290 13264
4856,12061 10786 24075 25675 23711 13363  9266   773  9438  9018
4857,14640 18544  4517 23208  4086 12410 16794 19140   332 19089
4858, 7823 15749  4257 25596  5952  7093 20651  7620 18419 21512
4859,22554  3803 22750 25524 25675 21342 23485 12923 15915 22128
4860,25044  7450 18776 16991  1848 14684 22121 25165 16424 15196
4861,10980 22754 16944  4748 10667 23048 20472 15473  2300 15459
4862,10269 25675  9438  2106  9247 23628 17058 21527 18441 12061
4863, 5278  3485  7268 17586 12679 18887 10949 11446 17937  7828
4864,16588  6358 25850 20749  9684 17233 10999 24261 21218  7175
4865,15373  3034 21882 25752 16350  8045 17189  1003  3682  8363
4866,21139 12271 13763 25741  1547 10747  5187  8295  2337 16489
4867,18949 19857 20325 14402 11969 10017 22909 17232 10853 25807
4868,10235 17145 11952 13494 15638 10072   256  9197  4844  3268
4869,17820  5412 24109 18122    57 10807 14865  9703  4668 15583
4870, 4502 19874 18419 20308  4257 17668 10418  6612 20553 19879
4871,21373  8675 23895 12759 10311 22010 19823 25543  4541  3775
4872, 7975 19483 16629 21977 16974  5259  7691 23547 16504  8850
4873, 9667  5440 25548  4734 15357 21744  8276 21420 18601  6147
4874,20308  9591 14684 24970 21552  1863 19874 18586 10073 12289
4875,15225  4856 20910 17908 15240 23009 11147 19732   779 22688
4876,25675 24075  9438 18293  7728 25463 12923 14382  5152  5043
4877,10592  3506    44 15275 12453 10586  7553 24677 20800 23426
4878,  654 25596 25407 13136  8860  3737  5952  2426 13065  1085
4879,19089 19480 11730  2112 17760 19709 10603 19910 21048  3374
4880,14684  4502 19874 20308 10418 18419 20553 19879 18512 12470
4881, 8395  5078 17637 22485  3327 20553  6652  1050 16324 18512
4882,23620 19189 13360  3326  9157 14415 15124  2645  1295  2381
4883, 9050 25903 12293  6926 21890 11445 13009 14717 20802  6088
4884,19726 15579 21477 19038 20553 14225 23778 23215  5156  4237
4885, 7836 14646 11626  5319  7506  3070 17084 20565 15684   660
4886,16426 10791  6040 21698 16569  4406 22283 25036 17914  4945
4887,13541  2333 18190  2868 23711 15327  5717 11792 12061  6088
4888,19511 17546  9511 13134  7568 21292 15658 20841 13665  7333
4889,23989 24049 24993  1659 11925 16690  3155 18304 18892  3587
4890, 5475 16897 15394 22226 17229 25480 18001  4215 20746 15998
4891,12601   679 19033 13393 16772 21355 21042 25738 25585 17104
4892,10119 22121  3504 16153 13102  5179 18173 20696  8277  9733
4893, 8097 12914 22517 15150  9301 12214 18460 19700 17070 11535
4894,20722 15142 20596 11410 11339 15245  1362 10653  8338  8488
4895,21714 12087 22429 20276  2237 17915   175   377 13685  2219
4896, 6632 19453  5869 18293 19620  6487 22750  6294 15915 22712
4897, 7144 17517 13186  5272 16577  4118  1492 16775 25712 25827
4898,11925 19123   914  9358 23109 24003 13249 10187 24993 16690
4899, 2579  8860 20672 24255  4541 15415  5821  3758 16872  3737
4900,25407  2426 10834 15691 18392 16928  7991   624 22848 10908
4901,17860 25407  7553  8491 10308  8974 13858 21503  5669 23391
4902, 3429 22402 16609 10924 24452  4147   588  6655  1573 11580
4903,11612 16106   669 18090 10776  5349 24987 25058 13206 12279
4904, 2426 23154  6734 16906 17156  9701 18392 10981  7095  7727
4905, 3352 25747 18540  3931  4754 20216 25506  7222 19978 16931
4906, 5717 11987 19079  3469  9282 14220  2641 20750 23457  3835
4907,25596 19875 10792  4366  9913  6708 12050  8860 23154  2761
4908, 3037  9319 15182  9662   459 13424 12048 15559 20300  7267
4909, 8249  3572  5236  6446 20596 12552  1794 22121  7228 15196
4910,25482   658 24770  7144  9092 12223 22075  5272 16775 10397
4911,19123  3782 10002  9108  9358  1211 20003 11925 12286  5322
4912,17029 14107  7367  4028 22335 16354 10442 23101 24162  5638
4913, 9243   973 21602 25548 17065 17494 11792 23475 20377 14271
4914,  421 13560 14978  7635  6947  3126 19581 18861 16517 12451
4915,  745 12061 13392 19464 11451 15750 18822 17707 12160  2468
4916,13253 16464 19019 19153 13118 25885  2966 15285 25460  7655
4917,15993 13686 11305 17745  3905 19220  3968 11357  4444 24444
4918, 9438 25675 12061  9851 22554  5717  5942 10786 11792 18293
4919, 1785 16112 17162  4620  3835 11987 24591 18190 23536   999
4920,16544  5395 15579 14132 17824 13863  6893  1630 23621  7197
4921, 4115 23067 23278 11268 25443 24909 25909 10289  3225  4605
4922,13541 18122  8304 21854  6088 22645  5717 18190 17820 15459
4923,14315 13789  8709 21051 13182 21321 24797 11940  8346   172
4924,15691  2426 23154 10594  1583 10834  7991 18392 17209  6734
4925,23618   625 22731 24478  7423  9456 17752  3031 19651  1230
4926,16365 15997 20325 18860 19631 15124  2854 18949 11969 19857
4927,19089  1240  2665 20146 15691 16630  5803  8207 18984 20095
4928, 2426  6327 15691  9555  8097 19089 23154   720  8423 10753
4929, 2953 20722 10833  8508 16856 25961 13896 14436 24172  8488
4930, 7006  5078  3182 21734 10724 12591 20345 20347 12435  1400
4931, 5966  3037  8709 24739  4936   497 20656  9769 17972 13868
4932, 3566 17942  3145  7290 18193  4788  1649 20855 17490  1063
4933, 2333 19114 13541 23536  4620  9284 18190  9029 23457   867
4934,11701 17458 11285 12719  5152  4421 25634 20411  6688  1863
4935,18866   314 11658  7494 13895 16630 19089 22670  9664 25873
4936,10269  9851  9438 25675 10786  5942 13118 18293 22554  8811
4937,22359 25903 18768 20802 20130 10212 13009  1378 16996 21890
4938,16224 17401 21428 21544  7319 23796  4194 12042 17317 18770
4939,23902 24720 14973 14640  9511 11924  8685  7193 16400 19166
4940,10238  7700  9703 11366 21968   508  2076  3129  7377 24557
4941,10269 25675 12061  9438 25407  9851 13136  4549 12914 24577
4942,24075  9851 10786 25675   942  8538 22750 11172  5380  9438
4943, 5487 23258  6088  2868 23536 16878 20036   999 22523  7885
4944,24484  5412 15764 18122  8304  8064 24093  4803  6897 18569
4945, 8412 21258 22153  7166 25693  4733 18799 22342  9401  5401
4946, 2333 21854  2868 23536 13541  6088 15459 18190  9029  3337
4947,25407 10594  2426  1583  9555  6734 15691 12818 18392  9701
4948,12748 21369 25553 18137  1999 19720 20220  9456 20908  7695
4949, 8423 10675 18293  3497 12050 10345 25675 13294 13136 22121
4950,14002 11854 10710  5370  9864 21488  3790  5444 13348 16447
4951,13541 23536  4620 12341  9284  5717  2868 18114 23711   454
4952, 7363 11366 10075  1810 22833  7361 11119 17534 24877  6582
4953,11819 18735 10269 25675  3607 20437  4200  5817  2948 21209
4954,25407  2426  1583 17156 10834  9322  9555 10792 22848 16906
4955,14753 22021  7835 15257 19895 11137 18803 16554 16543 13438
4956, 8544 20148 15500 20496 25481  9276 15544  2668 25915  1825
4957,19666 10572 25849  6260 13340 20146 12429  7341  6111 25154
4958,25051 18841 24652 13385  5685 21810  5164 24097 17913 18593
4959,16011 13810 13319 24438 17915 13433 14506 25209 23563 14231
4960, 3041  6817 19998  4661  7267 21807 13274 21830 14961  4532
4961,20146 12119 24355 25013 19089 15207 10796 17723 15157  5942
4962,21417  8478  9520   930 22076 12230  9752 10839 18485 12616
4963, 2426  6327 24075 15691 20321 23154  9555 10834  9438 23141
4964, 2426 15691  9555 22121  1240 20146 19089 10834  4878 13928
4965,23109 15144 25770 12016   183  7869  1112 11295 23600  2030
4966,13424 14488 10707 13231  8654  8558   557  3456  3037  2767
4967, 8531 11842 11960  3719 13797 11223 13673 12718  5293 21391
4968, 4351 13681 11393 19752 14328 13280 14788  7185 24470 22198
4969,16781 23840  3037 17724 16871  7030 13558 13676 18159  8709
4970,19089 18512  8374 18701 16966 10386 23481 19709 17760 23600
4971, 3469  7885 14220  9821 15447  1256 25491  8686  4528 20864
4972, 3077  9804 10455 14663 22190 17673 19488  4567  1171 23291
4973, 9602  3348 20586 20680 10452  3098 10717 12498 24328  9732
4974,18968  1471  7806 11929  1257 18071 21966 10637 20594 16368
4975,18636 10269 25675 13134  9438  3971 10766  8479  7568 17187
4976, 9591 22845   800 19970 25682  4100 17820 11366 15764  1863
4977,24075  9438 18293 12923 10786 10269 12061 25463 14595 25260
4978,18122  9591  8251  5751 21968  9703 11549 23890  4100 25682
4979,12601 13226 16577  6446   484  6238 15899  7363 11121 21355
4980,15459 23536  2333 13541  8920 18190  2996 15327  3983 22646
4981, 6461  6790 10437 21492 21595 13403  1455 15144  9977  6910
4982, 9285  1720   388   179 14574 16909 25161 18915 18342 11979
4983,21127 15866  5726 15612 10065  3203 20779 11400  4899 22095
4984, 4825 20003 18496 13975 16690   183 25770 21188 10417  5721
4985,25407  2426  6104 15691 23154 20164 10594  9555 22848  6878
4986, 1863  7266 18930 16630 11091 20095  4940 24209 21552  8560
4987, 7521  1095 22758  9241 14452  8084 13497 15636  4218 12206
4988,10162   484  6446 16793 24948  2001   970 23468  7292 16991
4989,11033 16365 20308  8819 14684 19631  4502 19874 10749 10522
4990, 5717  4620  6088 13541 11792 18190 15459 23711 12061  2333
4991,  956  2154 17266 21830 25360  3378  6817 14961  7856 11152
4992, 5032 13609 18793   497  4549 24577 25407 12914 20333 12158
4993,19489  4899 16715 15996    42 20272  6028 14252 19168  8837
4994, 7494 16630 19089  2665 12409 20146  8894 18984 25873 23600
4995, 4502 14684  5581  1714  3561 24355 17668  4257 14137 20308
4996,17298   722 12561  6612  6135 12609 21141  3538 19089 19506
4997, 9591 19089 25682 12409 18122 17471  4100 24949 23890 16630
4998, 8691 19025  2442 22439 11228  9365 21366 11964 13690 12646
4999,12201  8215 21791  2776 25389 17303 19411 19727  1186 21170
5000,18293 25675 22128 19564 18804  6294 10269  5380 12061 15790
5001,14539  8396  4767 24655  7244  2875 20236 24292  5134  4402
5002,16394 12214  4502 14684  5581  1338  5436 10418 15691 19874
5003, 1824  7046 23435 24128 24909 11732  2889 12732   518  3036
5004,  855 19933 17205 20393 19360 11681 13297 15438  7788   801
5005, 8987 24444  4289 13867  1566  3905 19705 15993 14634  1211
5006,14977  8064 24093 18569  6897 10807 24484  1026 12860 24601
5007, 8102  2934  7113 17934 22499 22916  8313   845 17268 10275
5008,23154 10594  2426 25407  1583 10834  2492 21920   624 10345
5009,19089 23600 24075 17723  9438 20095 16630  2665 12061 17257
5010,23154 10834  6734 12818 16928 17156 18392 23141  7991  9701
5011,19089 25407 22121  8785  8097 15691  8990 20146 24075 20095
5012, 6734 10594 23154 25407 17156  2426  2492 10834   624  1583
5013, 9591 25846  1863 21281  6566  8560 25501  6088 18196 10969
5014,15764  8304  8064 18122  4803 24601 14865 17284 12110 16197
5015, 2868 10450 18190  9337 21854  9315 13297 11792 23711  5717
5016,24075  7182 14887 19495 15498 10561  5821 14656 17430 15415
5017,13020  7312 11645 14962 18949 21297 25711 20713  8529 22909
5018, 9200  4149 23799 18385  7355 21799 15760 10484  8183 12902
5019,25675  8491  8097  7487 25676    44 15150  9301  3506 12914
5020,15562 23209 12466 17820  1185  8304 19436 18489 24109  2713
5021,24075 23344 14684  9438  5942 14452 19874 25675 20841 17218
5022,25407  2426  8316 23154 10792 18392  2492 10594  6734 22651
5023, 5380 18804 21342 15790 15915  6632 22554  5185 25675   942
5024, 7836  1196 11743 18611 12525 13552  9487 21282 20403 13390
5025,12050 11340  4980 25407  8037  9322  8316 14211 11991 18392
5026, 4737 17680  4526 24483  3631  3392  5502  8488 14928  7302
5027,25407  2426 10594  1583 16928 23141 12818 18392  9701 17156
5028,22729 24199 20038 23563 15225 15476 12850 14302 14560 11716
5029, 7942 23204  5610 20806 23778 13418 10187  4956  7613 13424
5030, 2665 23600 19480 11618 12409 20146  7494 16630 14895 20095
5031,24075 25675 10269 22554  5942 10786 12061  9880  6367 19089
5032,24075 22554 22121  9438 12923 18293 10786 25260 12061  3803
5033, 8295  6629  7426 15636 21139  3485  5815  1547   592  5084
5034, 1863  7266 17746  6782  4940 19766  8400 21552  8560  1947
5035, 5026  7471  1959  5750  9438  3259 21006  4668 12860  7604
5036, 2333 13541  3037 18190 21854  5717 23299  2868 23536 19114
5037, 2996  4966   749 19094 24340  8920 10036 13052 14273  7902
5038, 4487  2095 13154 24102 18980 14556  7117 15610   471   388
5039,24075  7553 22554  8491 13711  9438 11340  3736 11959 17860
5040,10269 25675  9438 12061  9851 10786 11792 22554  5942  5717
5041, 8991 18293 21552 23056  1114  2455 24834 18330 13902   466
5042,20496 11384 14023 12840 24410 22511  1825  6599  1863 12276
5043,  919  4825 15903 11925  9358 12158 13295 23109 19123 13249
5044,17537 20994 22616 10491 12214  8097 24577 12914 11535 24313
5045, 5078 18310  2459 20553 16324 15651 15525 17637 20345 18512
5046, 2333  4620  5717  9284 12341 21854 22646  9029  3983 11792
5047,19385  9438 17175  3541 10586  9435 23342 25675 16095 17860
5048,16630 24209  7494 20095 20146 19089 25873  2665 17723 12409
5049,23475 17494 24433  4874  9541  5822  8484 21744  3217 13553
5050,17680  4909  3631 16772  1183  8388 17373  5008 24143  9060
5051,19492 17458 12434 19080   286 10725 11990  3723 23742 11839
5052,17865  6955  2922   233  6802 14875  7650 20934 19249 13460
5053, 4737 17373 22438 11724 14390  1973 11427 11383   836  8348
5054,25407  2426 10594 10834  9555 18392 17156 15691 22848 16928
5055,12099 18021  7632  7890 13374  1237 15520 23179 20353  8430
5056,20641  2197  7885  2107  1963 19089 25761 15830 21552   773
5057, 2992 16301 11855 16871 23844 15663  3987 11701 23341 15914
5058,11960  9005  8531 19668 11223 23950 22248  2846  6544  2209
5059,10590 25407  2426 10269  9438 15691 20146 25675 23154 19089
5060,23154 10834 10594  8097  1583 23141 12818 16906 16928  7727
5061,  271 22446  2683 14686 23280 17109 11956 16688 10498 15059
5062,22554 24075 18293 17209 25407  9438  2426 22733  3803 15766
5063,12313 13884  5013 15714  9026 16083  5191  8389  8184  5717
5064, 6239 21527 23546 16767 13419 18160  1184  4901 12742 17593
5065, 5585   902 21161  3913   625 21042 21831 22006 20756 23260
5066,24075  9438 12061 25675 20146  9851 12119 19089 10786 17723
5067,13257  7363  2001  7144 17517  4664   202 23468   970 13226
5068,22947 21208   193  2735 21305  2162 20467 13732 11927  7580
5069, 5078 16324 19344 21896 10722 25162 18310  2304 19874 14684
5070,  454 18085  2291 15145 23673 22060 25335 17393  2839 14016
5071,    8 24128  9516  2333 21854 11792 23536  9218 12061  9284
5072,17517  8318  7144 12223  7115  6176  6759  8427  3804  9454
5073,14838  1430 21609 21813 10914 17857  4181  6810  7284 22781
5074, 8576 13161 21243 13943  9796  7710 19875 21956 12015  9852
5075,19089 18984 12409 20095 18930 23600  5522  7494 11091  9664
5076,10786 12056  7639 12061  5717 21552 14311 20148 23711  6599
5077,10073  6632 22633  4940  8122 12109 17934  9822 16145  8132
5078,14574 18915  1720 24062 16909  2977 23741   179 21470 19544
5079,19655 18939  2570 11656 12952 11362 23670 10275  2934 23566
5080,15196  5150 17546 24577  7144  3145  6667 15234  9511  7968
5081,20182 13159 16954 22331 24060 25277 25356  4352  7679 13768
5082, 3877     2 14334 14160 11775 10643 24481 23875 22334 17668
5083, 1879 19288 10496 15774 15798 15146 22344   240  5520   893
5084,13229 20108 13074 15477 20934 16079 12710  1476  1958 20518
5085,11002  1159 16301 11855 14465 20919  2937 23844 23341 16871
5086,16266 17517 25712  7144 14998 19550 14818 22636  3199 15903
5087,14488  8558  3456 13502   557  3037  5032 14315  5905  8346
5088,25407 16772  8990 13136  4980 17209 11340     5 11991  1583
5089, 3037 13231 22548 14488 20065  3456  6689 13502 22540 12048
5090, 3037    31 13424  8709  1399  5259  9138 11506  3342  8558
5091, 7030 24076 11855 11285 23640 11217 20411 13954  5324  1092
5092,21052  7883  5078 11503 25857 10073  6429 14684  4940 16324
5093,24070  7489  4280 11533 22917 24216 19875 12182  6691 25407
5094,24673 23510  3832 25514  1318 20406  3266 19262 20086   914
5095,   51  1737  8667  6864  6628  5505  2934 15294 17235 12888
5096, 7494  8431 19089  4613 19525  9361 18930 22121 12901 16630
5097,12742 11567  7967  1609 11986  1458  7639  9438 22413 17062
5098, 1257  1471  5275 18874 10637 18071 21966 11929  4185 19612
5099, 4341 24586 10175 14172 15409 17407  6520  6264 22018 25063
5100,14104  9874 14506 12288 20276  4025 11702 21248  9502  3834
5101,14550  7548  8709 18793  7728 13522 14328 10544  9769 10778
5102, 4620  1184 17595 15327  8544 24015 11384  3348 20148  5407
5103, 8630  7539 15749 14586 11213  2232  1606 20512 14415  9157
5104, 5717 18190 23536 21854 15459 23711  4620 11792 14373 15327
5105, 8544 20148 14684 24410  1151 18312  3201 19874 24621  5581
5106,24075 25407 19089 20146 25675 15691  2426 11295 10269  8990
5107,18190  5717  4620 13541  2300  6088 13030 15459 20750 23457
5108,14640 24007  2408  7495 14634 22270 16206  3216  4113  2451
5109,11087 15423 14208 15297  4749 23287 12846 22099 20484 17240
5110, 7839  2509 25892 20857 20491 10356  1959  5673  6600  3765
5111,17108 11159 15363  9253 18352  9897 18394  5635 16324 19629
5112,16630  6554  1279 22121 11658 24935 10662 20095 17819 20146
5113, 6294 25046 25675  5380  6632 22554 21342 15790 15915 18804
5114, 8667 22478 25013 22735  1962  2840 23149 21893 25424  4070
5115, 9582 19079  1611 24503  7451   867 19259 11796  8544 18791
5116,20308  7037 12441 14684 24355 24070 20428  4257  2139 19874
5117, 4620 21854  6088 10450 12061 15327 12341  9218 18114 22356
5118,13508 11848 17252 11969 13020 14396  7312 18721 22880 18060
5119, 7494 19089 20095 23600 19709 25407 17723  2665 12409   228
5120,24075 25407  2426 12923  9438 23154 18293  7202 25260 10269
5121, 8062  9398 12083 20637  4384  7424 19997  8100 23280 24735
5122,14519 12584 25621 22159 16818 16320 23920 21921 20001 17188
5123, 7494 19480 23600 12409 17723 20095 16630 14895  2665 23481
5124,25675 24075 12061 18293  9438 10786  9851 25463 10269  8538
5125,17835   126 17598  7717 11149  7034 18732 16374 20296 16956
5126,14554 17546  3971 15903 19511 10975  7568  7880  6058 19124
5127, 7144 20514 16775 18367  8318 15903  3261  5150  7568  2388
5128,14023  5717  8544 20391  6521 15830 10191 20496   163  6493
5129,25407  9555  5646 10981 15691  2426 10834 23154 23309  7095
5130,15455  3588  2316  4086 15827  2206   332   893 15903 20731
5131,11730 19480  8251 17760  9664 11363 23909 19910 19089 12409
5132,24128     8  9516  2665 19089 24355  6329 12409  8143  6208
5133,10269 25675  9438  9372  9851 12061 22554 17820  5499 10786
5134,22184   598 12143 14307 21885  7676  5668 21966 15613 16681
5135,25407  2426  6734 10594  1583  9555  8316 17156 15691 18392
5136,19480 13797  6889 11284  4496  9775 14978 19665 14291 12277
5137, 6551  1341  7444   889  2196 23056 23988  9720  5325 15262
5138,16630 21373 11527 18984  7494 23481  8675 25873  2533  8894
5139,15163 10350 21854  6689  2333 12061 11666 23711  3938 13539
5140, 4480 16834 20401 20661 18163   136  9083 11744  3325  7644
5141, 8666 25009 16567 18364   439  8475 15736  5210 11019 20212
5142,  195  2359 12719 21158 22554 25675 22520  1665 20355 24498
5143,11194  6369 10612 16998 11514 18343  8144 22272 21677  1803
5144, 2131 21597 24332  1235 25242   601 12614 13430 22525 14668
5145, 3308  4020 21544 18846  7876  7524 22433  2578 23724 25801
5146, 8158  3934 15006  7474 14978  6760 15709 13797   275   817
5147,17418 21280  9804 25684  6170 24479 11839  3123 19488 13091
5148, 1994  3656  1247 10569 20416  8990 22594  9901 23398 17156
5149,15459  2333  5717 23536 18190 21854 10450 23457  4620  2868
5150,15903 17546 17517 18636  7568  5857 13665  7144 10766 23689
5151,25199  1110 19239 24753 17230 25858  3484 11153 13155 18995
5152, 6709  9782 13514 17724 25373  3742 17491 10526  8709 25342
5153,14684  5078 24070 17637  4502  2459 16394 25162 10418 20258
5154,13364 20932  9938  5717  6832 12341 15887   773  8446 23127
5155, 7736 22445 18317 13294 13928 18984  7494 19089 11900  7908
5156,24756 13030  2443 21854 14308 21101 23536 14074 14373 15244
5157, 5717 23127 11796 23711   773  2333 10269 13541 21854 13363
5158,14505 22404 22153  3280 21696 21212   381 21258  9411 15284
5159,19709 11618 23600 20095 20146 12409 19480 13831 12077 16630
5160,21552  9591 12801 14385  8920  8251 12888  6088  8560 18122
5161, 5664  2122 22816  4064 14009 13842  7934 13138 19786  6017
5162,11006 12151 11295 19525 23802 19089  5044 22445 18317 16394
5163,25407 16772  8990  3551 13711 15729 23391  8491 25675 17229
5164,24075  5942 10269 10484 16134 17394 17733 11329 12762 18199
5165,21420  4440  9349 22960 18323 21013 18349 22963 24977 22119
5166,21653  9820  1747 22587 22804 15929 20297  2284 20496 11492
5167, 9050 24405 14418 14824 14243  8678 12098 20130 24398 21811
5168,17246  3918   587  5119 18255 23540 23568 19802  3169 23592
5169, 1020 24070 12182  7624 23638  9983 17111 18661 21857 22655
5170, 6673 20518  4504  1107  2630  8137 10654 21584 10570  8780
5171, 7635  1863  3602 14361  1737 15679  1161  1963  8251 17235
5172,10594 10834  1583  6734 18392 17156 11533  7727 23141 12818
5173,16630 19089 18984  5522 11658  8431 25873 23600  7494 20095
5174,15774 17518 23263 21087  1879 15146 15798 18505 25395 21271
5175,24075 23628 12550 15082 23410  9438  3934  5728 23031  6114
5176, 4054 10675 23862 19677 20461 19303 11502 13508 23078 15658
5177, 7883  2011  4209 19189 19280  1969 19560 22965 21213  5415
5178,24075 25289 13855 13118  9438 25928 10269 23568 18872  8538
5179,23479  7257 15648  1720 22777 13527  2016 18766  1876  1985
5180,19288 23263 21087 25518 25395 18505  1879 15774 15798 21271
5181,10762 22438 12802  3656  3631 15394   245  3117 14549 17561
5182,14564 22057 19796 14565  4299 24881 11365 17451  1685  7329
5183,15691  2426 23154 10594 10908  9555 18392 10834  1583 16928
5184, 5857  3971 18636 10766 15903  7568 24280 14192 19033  5044
5185,24075 25675 22554 10269  1888  5942 15564 20018 24894 25693
5186,13509 15369  6494 13318 20321 18275  4418 17798 15543  2414
5187, 7346  1461 17133 12609 22744 25736  6654  8560  9591 15282
5188, 5607 20651 21512 15749 17967  1249 18747  8023 10907 18392
5189,23443  9245 11716 24904  5795   685  9594  5407 22511  9992
5190, 5717  6088  9315 22646 22356  9218  2300  3983 19588 15335
5191, 3803 12923 22128 19564  9438 10786 10269 19401  4124 22189
5192, 8267 17198  4476  7493 16758 25711 21297 22880 12485 14670
5193, 9285  9929 23741 25161  1720 14574   659 10295  6013  2977
5194,15764 11153  3427 10807 11860 16806 22538 24657  3636  2074
5195,23628  6239  3934 24926  5562  1094 24900 14978  7474 11334
5196,20841 12061 10786 24075 13363 14554 25675 25693  2925 23711
5197,10269  9438 22554 20969 12061 25407 10786  9851  8990 18293
5198, 2426 10594 15691  7991  6878 23141 22848 13711  2551 10981
5199, 6446 25407 16772   679 10834 25585 15691  3812 17104 20969
5200, 7607 25453 21255 22876   653  1385 15809 14573 19665   578
5201, 7883 11253  9253 11064   919  1230 23246 18674 11664  1397
5202,24484 24093  8064 19089 18930 19525 24109 25873  5412  7494
5203,11533  2118  8860 10882 13503  4541  3737 19875 15169 20330
5204,  214 15497  3653 10134 12017 24122  9544  3257 10600 13259
5205, 9438 25675 18796 12061  5942 22554 11357  9851  2194 23799
5206,22128 18293  6294 25046 21342  6632  5380 15790 19620 18804
5207,17517 18221 18987 23100 17647   876  7144 25416 17546 25311
